review_id,place_id,user_id,rating_individual,review_text,time
1044,240,Nilton Revolledo,4,"A historic cathedral with a classic clock tower, typical of any cathedral building dating back to the 1800s. The cathedral could be in better condition; the area feels somewhat architecturally neglected despite being socially vibrant. The cathedral has some cracks in some areas, but I think it could be in better condition.",a month ago
1045,241,Enmanuel Mota,5,"It's a beautiful church, to be in peace, harmony and enjoy the presence of God in all corners, but in the first place in our hearts..!!!",a year ago
1046,241,A.G. W.W.,4,"Clean, bright inside, safe, lacks lighting outside and signage in the surroundings to know how to get there",a month ago
1047,241,Liliana Valladares,5,"I was at the wake, and the basement area has no wheelchair access or ramp, making it uncomfortable for elderly people or those with canes.",2 weeks ago
1048,241,Pedro Huaripaucar Kamt,5,"The sanctuary is very beautiful....
It has columbariums, parish halls, etc.",6 years ago
1049,241,Lourdes Pacheco,5,A place where you can comfort your soul and reaffirm your faith,5 months ago
1050,242,Alfredo Gastañaga,4,"A lovely little church in Barranco, halfway between Grau Avenue and the seafront. We went as a family at 6:30 pm to pray on Holy Thursday. The area around it is lovely to walk around. The seafront has magnificent panoramic views of the cliffs and the sea.",5 months ago
1051,242,Pilar Luna,5,"Place of prayer, very beautiful and well preserved",a year ago
1052,242,Fernando Ramos,5,,2 months ago
1053,242,jose luis vega alvear,5,,9 months ago
1054,242,Luis Alvarez,5,,a year ago
1055,243,zara k-tai,4,Beautiful church and I was fortunate to catch the wedding ceremony on the weekend.,9 months ago
1056,243,Adriana Perez,5,"Beautiful church, big and intricate.
It is located in the beautiful neighborhood of San Isidro and it's like a gateway to the whole area.
I attended mass a couple of times and the community was welcoming and embracing. I felt such peace being in that church.
Definitely a must visit.",2 years ago
1057,243,Maynard Dodson,4,"This is a pretty Church inside and out.  I went there at
5:15pm and the doors were open so I could go inside and take a look. I don't think Mass started until 6 p.m.",2 years ago
1058,243,Paul Saxton,4,Beautiful old church in San Isidro.  Very popular for weddings.  Highly decorated with pan de Oro in altar.,5 years ago
1059,243,Carlos Sinde,5,Attended a wedding at this Church and it was amazing. The staff was great with all the guests. Memorable experience indeed.,8 years ago
1060,244,Mario Inga,5,Beautiful a peaceful church in the border of San Isidro with Miraflores.,4 years ago
1061,244,Carlos Hidalgo,5,Very good!!!,7 years ago
1062,244,Melva Jesusita Larrea,5,"The best of all, Father Fernando is excellent. Beautiful.",a week ago
1063,244,DARIO JOSE Merino Araujo,5,"It is the parish where I attend every Sunday and religious festival to hear the word of GOD and hear the mass, and the main thing is to receive the HOLY BODY OF CHRIST and feel his divine presence.",6 years ago
1064,244,Katty Thomas,5,"Beautiful church and the columbarium is beautiful, we have my mom there",7 months ago
1065,245,Maria Quispe,5,"Every church is beautiful, and it is a joy to see so many Christian residents in attendance.",10 months ago
1066,245,Milton Sifuentes,5,"Beautiful church, I baptized my son there and everything was very pleasant, the priest was very attentive and gave a very nice service",4 years ago
1067,245,ZhirleyHc lvl,5,"Very good attention from the father and the other people who work here, they always guide you.",6 years ago
1068,245,Janet Martinez,5,I love it so much that I'm getting married there❤️❤️,2 years ago
1069,245,Rosa Chavez Sanchez,5,"An excellent Father and the parish is very beautiful, they follow all the safety protocols.",4 years ago
1070,246,William Richardson,5,Very nice wedding.,5 years ago
1071,246,José María De La Cruz,3,Idk,6 years ago
1072,246,Mirtha Guzmán Martínez,4,"A place of peace and prayer.
It's welcoming, its space is very large, and it offers summer workshops for guitar, violin, cajón, piano, basketball, and sports equipment. Masses are an intimate encounter with the LORD.",2 years ago
1073,246,BEATRIZ,4,Good atmosphere God is present...but there is a lack of signage that is why it is a diamond in the middle of glass,5 months ago
1074,246,victorino victorino,4,Nice place to share in family,2 years ago
1075,247,Wolfgang Aipperspach,5,Fantastic and cozy place with very nice padres Gústavo and Javier from Spain. We visited for Christmas and it was absolutely amazing celebrating and eating together.,5 years ago
1076,247,Catalina Vera,5,"Nice place, this parish has several rooms, you have the option to choose",3 years ago
1077,247,Clovis De Rossi,5,I can only say: Excellent. Both the facilities and especially the work done by Fathers Gustavo and Javier.,2 years ago
1078,247,Benjamin Ernesto Rodriguez Lazarte,5,"Very beautiful and Fathers Gustavo and Javier are souls of God, always attentive to the entire community.",4 years ago
1079,247,carlos pinto flores,5,"Excellent, family-friendly chapel.
It's also a good place to play games like Pokémon Go, since there's a gym, and Ingress, since there's also a portal.",6 years ago
1080,248,julio cesar acevedo torres,5,A place where it teaches you to preach the word of God My son's First Communion,6 years ago
1081,248,Raul Paredes Albujar,1,"Hello, I live two blocks from the parish.
I'll tell you, I went to get information today and a completely rude and insulting woman came out, saying that if I wanted information, I could call, that the phone numbers were around the corner, and that she wasn't anyone's employee. 🤔 I responded that it wasn't right to treat people like that, that I was in God's house and that I should maintain my position so that it could serve as an example to others... and insults, and finally, I left, regardless of the fact that I was with my two daughters.
So... be careful with this parish, residents of Villa el Salvador.",6 years ago
1082,248,Minerva Morles,5,"Beautiful and cozy, the background of the altar is surprising, I have never seen anything like it before, I invite you to visit it.",2 years ago
1083,248,Milagros Palacios,5,It is a wonderful chapel from the outside and inside it is very beautiful with everything they have done.,a year ago
1084,248,Verito LeoLes,5,A blessed place.,a year ago
1085,249,Javier augusto Villegas camones,5,Chapel of the First Brotherhood of the Lord of Miracles of Las Delicias de Villa,3 years ago
1086,249,Jonathan Zevallos,5,Good,2 years ago
1087,249,Gael Mateo Jibaja huaman,5,,a year ago
1088,249,Andrés Silva LLontop,5,,2 years ago
1089,249,Luis Cumpa,5,,3 years ago
1090,250,Jesus Balladares,3,Something simple but located in a good picturesque place. Up a hill.,12 months ago
1091,250,Gino Espino,5,Lugar agradable.,7 years ago
1092,250,Jose Aguirre LLerena,5,Spectacular to meditate and find inner peace,6 years ago
1093,250,Raul Paredes Albujar,5,Safe site with parking,10 months ago
1094,250,JIMMY AGUIRRE ABANTO,5,"Adoration of the Blessed Sacrament every Friday from 6 PM to 7:30 PM, Masses on Fridays at 7:30 PM and Sundays at 6 PM",7 years ago
1095,251,Luis Segil,5,Cozy place and the father is very charismatic :),2 months ago
1096,251,LUCIA GARCIA PRESENTACION,2,"Hello, please I want to do my grandmother's monthly mass and I write to the parish's Facebook but they don't answer me. How do I separate a mass on March, your support please.",4 years ago
1097,251,Marcos Acuña,5,"I love the parish; the atmosphere is different from many I've entered... I'll be baptized here soon. And God willing, I'll be part of the work you do.",6 years ago
1098,251,jose welser marin chirinos,5,Place to reflect,10 months ago
1099,251,raul Gerónimo,5,A pleasant parish to visit and hear mass. The best thing is that it has parking.,2 years ago
1100,252,Evelyn Centurión lozada,5,"I liked the place, because you really feel like you are in God's house.",a month ago
1101,252,Hans Christopher Luyo De La Cruz,5,"My sister got married there, very beautiful place.",9 months ago
1102,252,Francisco Tudela,5,"Beautiful church, simple and with a crucifix where Jesus is still alive. Large parking lot. There are brothers from the Neocatechumenal Way, who helped us a lot in preparing the wedding we attended.",2 years ago
1103,252,Ardans Seb,5,"It's located on Bolívar Avenue, one block from C.
Office hours are Monday through Friday, except Thursdays.",11 months ago
1104,252,Ricardo Elias Garcia Reyes,5,"Excellent atmosphere for a truly personal spiritual encounter with God, excellent homilies, preparations for receiving the sacraments, etc.",11 months ago
1105,253,Libia Alfaro,5,Special.place to pray . Cautive Lord celebration on October.  Nice place .,5 years ago
1106,253,daniel Williams,5,Ol,2 years ago
1107,253,Molitalia Molitalia,4,Rgfdt,2 years ago
1108,253,Irene De Quispe,5,Very good service,a month ago
1109,253,Mirtha Guzmán Martínez,3,"There's a welcome for the community, a very solemn mass, and a garage. Its anniversary is the first Sunday in November, and we celebrate it with a grand fellowship celebration for our patron saint, Saint Martin. On this day, we have a grand raffle with big prizes and a variety of foods and games from different areas, and of course, the grand raffle.",2 years ago
1110,254,Elly Jáuregui,5,Perfect place to find peace and tranquility,7 months ago
1111,254,Janeth Cardenas Ortega,5,"There I am happy, I feel peace and I feel loved.",7 years ago
1112,254,Marco Mucha Huaroc,4,What is the name of the neighborhood?,11 months ago
1113,254,David Cordova (Cordovinha),5,Wonderful place,2 years ago
1114,254,sohel Arango Timana,5,The best place,4 years ago
1115,255,Adrian Ispas,5,Wonderful place located in quite a safe neighbourhood.,6 years ago
1116,255,Roberto I. Reyes Lujan,5,"Nice church on the square of Jesus Maria, Lima - Peru",7 months ago
1117,255,Runa Simi (Auteur tours in Peru),5,"The Church of San José, is a Catholic temple of republican origin. Located in the district of Jesús María. The church has been founded, in 1945. ⛪
On an architectural level, the Church of San José, is a temple that was devised, by Manuel Vidaurre Arrarás; ✝️
The height of the church is 52 meters, of which, 33 meters, are occupied by the dome that crowns the establishment; 📏
Like many catholic temples, the church floor has three naves, which differ from other structures by their Gothic tendency. 📿
༼♥ل͜♥༽ ~♪",5 years ago
1118,255,Rolph W Artieda,5,At least the new owners maintain the same criteria. First quality has a price!,a year ago
1119,255,Lady Tao,5,Beautiful church!,a year ago
1120,256,Full Sports Perú,5,The Church of Jesus Christ of Latter-day Saints. Meeting times are Sundays from 8-10 a.m.,6 years ago
1121,256,ALEJANDRO NAVARRO,5,"Very nice place and people, excellent place to get closer to Christ and improve as a person!",6 years ago
1122,256,Nathaly Rodriguez,5,"I learn a lot from my savior, he helped me heal wounds and try to be a better person every day.",5 years ago
1123,256,Carmen Enciso,3,"The chapel in the Umamarca neighborhood is a welcoming place, and you can feel a good spirit...",5 years ago
1124,256,Luis Orlando Yarlequé Ruiz,5,A place where you will find peace and friendly people,5 years ago
1125,257,Molitalia Molitalia,4,Patty 2,2 years ago
1126,257,Axel Frank,5,"I don't know, I just looked it up because I lived in that neighborhood 3 years ago xdd, I think they were building a 5-story house in front if I remember correctly between 2022-23. Nobody asked me but I just wanted to remember how nice it was to live there and hear the birds at 6 am xdd",2 months ago
1127,257,Alexander Rengifo,5,"Father Juan is clear, didactic, spontaneous, expressive, and above all, very editor and clarifier of history, you learn a lot from him, God protect me and keep him... Amen",5 months ago
1128,257,Eduardo Jordan,4,"Very good mass, the event was a baptism.",a year ago
1129,257,Yrene Polo,4,Mass for the Feast of Saint Vincent de Paul. A beautiful Mass.,2 years ago
1130,258,Leo Ceron,4,Nice place if you want to pray,7 years ago
1131,258,María del Rosario Ñique Herrera,5,"The Parish offers all possible religious services as directed by health authorities, to the extent indicated. We also offer training courses in its classrooms and can host various community events.
Good infrastructure and spacious facilities.",2 years ago
1132,258,Marlene Nuñez jimenez,2,"I know that the father wants to improve the parish, but in my opinion all young people and adults should participate in mass groups for social assistance.
There is a lot of monopoly on the part of the adults of that parish, causing the young community to distance themselves. On one occasion the father spoke about it and said that the parish belongs to everyone. But on a day-to-day basis it is not done.
There must be changes for the better, starting from the reception and putting young and active people in to provide effective solutions to the community, sprucing up the places perhaps giving a change of paint, for this you can call the population and we will not be oblivious to your request.
What is needed is changes in everything and the father who has joined, I see that if he is interested in doing so, I hope that the young people arrive and do not leave disappointed believing that the parish is only for the elderly. I say this because they are the ones who manage all the parish groups and we need intelligent changes.",a year ago
1133,258,Ruth Rojas,5,"It is the parish that I attend every Sunday, they provide a lot of social assistance, and the priests are very good and always have a saint of the month. See the main altar.",6 years ago
1134,258,Jorge Yf,3,"The parish has parking in the front for those who need to get around.
Weddings, Masses, and wakes are held there.
The site has a small soccer field in the back, as well as several other community services.
It has a medical office, a pharmacy, and several specialty clinics.
The most memorable part of my childhood is the library on the second floor.
It has restrooms and a large garden.",3 years ago
1135,259,Lesly Barboza,5,"The Santa María parish is one of the best. I belong to the Youth Ministry (member of the choir) and I can attest that the masses are very good. Today, it is more beautiful than ever and ready for all people who want to attend and perform their sacraments. Recommended 👌",6 years ago
1136,259,Cipriano Choque Estrada,5,"Good morning, how lovely it is to have you near my home. Well, Father, this is the time to be by the side of our sweet Lord God, who protects us from every moment of our human lives. May God bless you. With all my heart, with much love... Mr. Cipriano and family.",7 years ago
1137,259,ROXANA CHALLCO CCALLUCO,5,"Mass with Father Omar is so gratifying for the spirit and the Parish has improved a lot thanks to him, his mass is very enjoyable",9 months ago
1138,259,Ruben Nerio Vilchez,5,"A very beautiful parish that provides support to people in need, great work by Father Omar Sánchez.",3 years ago
1139,259,Paola Zuñiga,5,"I love coming to this church, it gives me peace.",a year ago
1140,260,Pedro Walter Flores Galvez,5,"A beautiful place of spiritual contemplation, the priest is very knowledgeable and humane, and the atmosphere is beautiful and welcoming.",3 months ago
1141,260,Melanie Bacilio,5,"Clean, well-maintained parish. Good place to attend Mass.",6 months ago
1142,260,Rubén Elías Pariona Romero,1,"I found where to start my sacramental procedures... Now I have to find a time to find out...

It pains me to say that the service is terrible. They don't adhere to the office's opening hours. Last Saturday I went during office hours and it was closed. They don't have a phone number posted. The priest only serves on Tuesdays at 3 pm, and even if you have trouble getting there during that time, they don't give you the option of getting an appointment at another time, even if you have an emergency...
I hope things change and they are more willing to serve the parishioners and prevent many believers from going to evangelical churches where they receive better treatment and demonstrate their faith through actions...",3 years ago
1143,260,ROBERTO GERARDO PALACIOS NUNURA,4,"Very clean, spacious, and welcoming.
The mass was very pleasant and enjoyable.",a year ago
1144,260,Mariangeles Briceño,5,Excellent. He is offering in-person Mass from Tuesday to Saturday at 5 p.m.,4 years ago
1145,261,Orfelinda Delgado Cisnero,5,"The hour of the liturgy is accessible
There is much closeness among the parishioners",6 years ago
1146,261,Sandra Ramirez,4,"Hello, good evening. I would like to know if there is a date for a baptism, please.",4 years ago
1147,261,Willians Morales (Whill's Timbal),5,"Excellent chapel, progressing little by little.",6 years ago
1148,261,Cesar Zam,5,Nice place,a year ago
1149,261,Marjorie Osorio,1,Pass by there,7 years ago
1150,262,john robert,5,Excellent worship service to God and good teaching in Bible studies,6 years ago
1151,262,Beatriz Neyra De Sotelo,5,Beautiful,5 years ago
1152,262,Joahirel Castro (Terry),5,,5 years ago
1153,262,Freddy Lopez,4,,6 years ago
1154,262,Kevin Lozano,3,,6 years ago
1155,263,Maria Elena Arango,5,I like very Much,6 months ago
1156,263,Blu Wirisi,5,I love this beautiful church. I went there very often.,a year ago
1157,263,Hugo SALINAS ALIAGA,5,It is a well known landmark in Lima which is under renovation.,3 years ago
1158,263,José Corrales,5,Very wonderful inner space for prayers.,3 years ago
1159,263,Martin Inga,5,Familiar,a year ago
1160,264,Nilton Buleje,3,Its a good church for praying :),6 years ago
1161,264,Rosamaria Alexandra La Torre Huertas,4,God,6 years ago
1162,264,Vanessa Meza,5,"Excellent parish, everything very clean, tidy, with all the protocols before entering. To attend Mass, you must fill out a registration form and wait for confirmation. The capacity is maximum 100 people. They require a mask, face shield, and ID. Only two people can sit per pew, and the tithe must be paid upon leaving.",4 years ago
1163,264,Adrian Morales Zevallos,5,"A fairly large parish with a good number of seats for people, the parents in charge of performing the masses are very good, in addition, different talks are held for people who need it, private as well as community masses can be held with prior payment, one change that I could see is that they removed the small containers where holy water was found (I don't know the reason for the removal) but the rest is still good.",2 years ago
1164,264,Anfo Javier,4,Beautiful Catholic Church. Those in charge of the readings are not listened to. They should practice or choose forgivers with more energy. Let's improve brothers.,a year ago
1165,265,Jeremy Loarte,5,"A very beautiful place. Masses every day: Monday to Friday at 7 p.m., Saturday at 8:30 p.m., and Sunday at 8:30 a.m.
Confessions: Every Thursday at 6 p.m.",a year ago
1166,265,Fhatsy Dessyre Misajel Sosa,5,A beautiful church ⛪ that is constantly improving thanks to the collections and kermes that are made to maintain our parish.,6 years ago
1167,265,Manuel Serrano,5,"Day of Pentecost, sending of Pastoral Agents",a year ago
1168,265,esther mondragon cordova,5,Very good,a year ago
1169,265,EXEQUIAS FLORINDEZ,4,Many projects were decided there in favor of the community.,6 years ago
1170,266,Ange P,5,All my childhood,6 years ago
1171,266,Néstor René Mayma Quispe,5,"Señor de los Milagros Parish: A historic religious site for this area of the Comas district, its origins date back to the 1960s. Its facade faces west. Located on one side of 3 de Octubre Avenue, parallel to Belaúnde Este Avenue, which leads to the upper reaches of the district.",2 years ago
1172,266,Erik QD,5,"A beautiful, very welcoming church, but be careful in the area at night. Motorcycles from Tupac and Belaúnde cost S/. 1.50 uphill and S/. 1 downhill. The fair is held in October.",a year ago
1173,266,Rousse Cardenas,5,"A very good church. Everyone is friendly, and they teach catechism classes with good people as role models.",a year ago
1174,266,Julio Augusto Trujillo Espinoza,5,"A parish, linked to the history of Comas. Sixty years ago, when the invasions occurred in the Km. 13 sector, the first settlers, needing land to live on, took possession of this area, which they called Villa Señor de los Milagros, using their faith as their only shield and banner, the Face of the Lord. This face is venerated to this day in the Señor de los Milagros Parish of Comas, Km. 13. Many of the first settlers were arrested and imprisoned, but their persistence had the desired effect: they had land to live on. When they began to subdivide the land, they demarcated the area where the Señor de los Milagros Parish would be built. In its early years, it was managed by the Congregation of the Oblates of Mary Immaculate. The people write their history, and we are merely the actors.",3 years ago
1175,267,RAÚL DE LA CRUZ,5,Thank you for supporting the Asperddi community.,5 years ago
1176,267,Rubén Elías Pariona Romero,4,"A spiritual experience during mass, very beautiful...",a year ago
1177,267,David Brito Camones,4,"A place for a great mission and pastoral care, here are born the evangelizers of the Lord!",3 years ago
1178,267,Sechura Comunicaciones,5,There is a lack of greater empathy with people.,a year ago
1179,267,Maribel Rios Flores,4,"Any phone number from the parish, thank you",11 months ago
1180,268,Néstor René Mayma Quispe,5,"Our Lady of the Precious Blood Chapel: One of the most representative chapels in our neighborhood, which over time has become one of the most recognized religious centers in the area.
To receive services, please contact the Nuestra Señora de la Luz Chapel office, next to the Santa Luzmila market. From this contact, you can request a religious ceremony for this chapel in El Retablo.
Located next to the Ramón Castilla Elementary School and two blocks from the El Retablo Metro Hypermarket.",a month ago
1181,268,christian ayala patiño,5,The Priest asks to pray for Priestly Vocations.,4 months ago
1182,268,Arlequin Alvarez Roca,2,"When requesting the service of this chapel, no exact details are provided regarding the content of the service... Well, you pay for the service of the mass and they do not inform you that the choir service is not included... So an additional payment must be made to be able to have the musical performers...to be taken into consideration...",6 years ago
1183,268,Marian Bracho,4,"It is a very beautiful and welcoming chapel, where the parishioners are very receptive, but it does not have a parish priest, so you can only attend Mass on Sundays at 9:00 a.m., which is the only time to attend Mass.",5 years ago
1184,268,Juan Huayhua,4,Nice place that has improved a lot and I hope it continues to improve for the good of the community.,a year ago
1185,269,Luis Ancajima Calle,5,I loved it very much because the Lord of Miracles is a blessed image that I celebrated every day.,2 years ago
1186,270,Kacie valery Unocc morales,5,,2 years ago
1187,270,Yellmi Rawlings,5,,2 years ago
1188,271,Jamilet Liz Martínez Aibar,5,,3 years ago
1189,272,Ezequiel Galvan,5,,8 years ago
1190,273,Dany Navas,5,"The Latter-day Saint Christian Church of Jesus Christ is very pretty, very tidy, but it seems as if they don't have very frequent meetings.",7 years ago
1191,273,Rubina Solórzano Cámara,5,It's very well maintained. And the people are very friendly.,5 years ago
1192,273,Deisy Benavides Sánchez,5,It is a place for all people who need to soothe their pain,2 years ago
1193,273,Paola De La Cruz,4,All quiet,4 years ago
1194,273,Nick Rocha,5,The restored truth v:,5 years ago
1195,274,Doris Vasquez Romero,5,Ok,6 years ago
1196,274,Gonzalo Garcia,5,"The tutelary church of Carabayllo, considered one of the oldest in Peru, houses many objects of great historical value and representative of the Catholic faith. Its parish priest is a very kind person with extensive knowledge of the church he both leads and preserves.",a year ago
1197,274,Christian Ruiz Ovalle,5,"Beautiful parish, with very welcoming people. The location is super nice.",2 years ago
1198,274,Nolberto TAFUR RODRIGUEZ,5,"A place of religious sanctuary, a true jewel of the Catholic Church and heritage",5 years ago
1199,274,luis carmelo rodriguez pérez,4,"It dates back to approximately 1938. Although it's closed on weekdays, according to local residents, the chapel is open on Saturdays and Sundays. It has been renovated, and its interior retains everything from its construction period. I hope to visit one weekend and take more photos.",6 years ago
1200,275,Aɾɾҽԃσɳԃσs' - cαɾɬҽs,1,"Meeting place for a group of Catholic believers where they consecrate their faith and devotion to God. It has no formally constructed building due to conflicts of interest with the local residents, as this chapel is located on park land, and its construction would apparently detract from the park's view and space.",3 years ago
1201,275,walter ñuflo,5,"Good reception, place of meditation and contemplation",5 years ago
1202,275,María Rivera Guevara,4,"Trying to raise funds to grow our chapel, help us collaborate 🙏",5 years ago
1203,275,Manuel Oscar Ortega,5,Place that is inspired by faith,5 years ago
1204,275,Diego Morales,4,Humble and simple but beautiful.,7 years ago
1205,276,Johao Murillo,5,Very good,7 months ago
1206,277,Manuel Rubiños,4,Everything very clean and tidy,2 years ago
1207,277,Marco,5,"Beautiful church, quite airy, easy to access.",3 years ago
1208,277,Jonathan Puchurisantiago,5,,3 years ago
1209,277,Jonathan Puchurisantiago,5,,3 years ago
1210,278,Sandy Diaz Moya,5,"The Church of Christ is deeply attached to biblical teachings and is a beautiful family of faith. On Sundays, children learn about God in Bible school.
There is a ministry for women, youth, men, juniors, and couples.",2 years ago
1211,278,YASSER SK EIRL VENTA Y SERVICIO DE STOCKAS,5,A place filled with the Spirit,2 months ago
1212,278,Rodolfo Casas,5,It is in front of the park and they teach the truth very different from the denominations,5 years ago
1213,278,Kevin Elton Rodriguez Villanueva,5,A place full of sinners who want to change,2 years ago
1214,278,Marco,5,Everything is fine with this mall.,4 years ago
1215,279,Edwin,5,It is easily reached on the same avenue.,5 months ago
1216,280,cole,5,"Would someone give me the number of the church father because I'm new and I would like to talk about something, I'm 19",4 years ago
1217,280,victor Reyes,5,The unity of the brothers.,6 years ago
1218,280,Roosbelt Joseph Eguizabal Baldeon,5,It is the best place to learn about the life God wants us to live.,6 years ago
1219,280,Marlon Henry,3,Place to share in unity and peace of people.,6 years ago
1220,280,Lupe Salazar,4,San Pedro d carabayllo,11 years ago
1221,281,Hugo Luis Loza Sanchez,2,"I think they make too much noise at religious events. It's probably their way of reaching their followers. If you respect them, I simply wouldn't go. In fact, I don't recommend it. I have nothing against it, but in my opinion, it's not pleasant. Well, you see.",6 years ago
1222,281,Mey Linn Nubia Bravo Sarmiento,5,,5 years ago
1223,281,Vladimir Alonso Garay Visso,4,,5 years ago
1224,282,Harol Pierre Lopez Oropeza,5,"It is the house of Our Heavenly Father and our Lord Jesus Christ, it fills you with Peace and much Joy. Any member of another neighborhood and another religion can visit us. We are all brothers. God bless you.",3 years ago
1225,282,Edgar Raúl Alania Hidalgo,5,"It is the place where one feels peace and tranquility and above all spiritual enrichment, strength and blessings which is most essential.",6 years ago
1226,282,Marían Neira,5,The only true church on earth,2 years ago
1227,282,elio gonzalez,5,"Quality, has parking in front and parking in the basement, elevator and most importantly everyone who wants to learn about God is welcome",6 years ago
1228,282,williams anton,5,What a special and wonderful place 😊,2 years ago
1229,284,Juana Contreras mercado,5,Alright,6 years ago
1230,284,Sofia Alania,1,,5 years ago
1231,284,edgar alfredo aliaga reyes,5,,8 years ago
1232,285,Thailys Mendez,5,I thank God for the existence of a church to gather together and glorify the name of our heavenly Father.,3 years ago
1233,285,Franco David Bellido Ygreda,5,Misura Day with the friends of the Cedula...,a year ago
1234,285,Esther Navarro T,5,☺️☺️😌,4 years ago
1235,287,José Carlos Ramírez,3,"It looks like it was great on its time, now it needs maintenance, it's forgotten, neglected.",2 years ago
1236,287,OMAR LENIN CASANA ESPINOZA,4,It is amazing,a year ago
1237,287,Luizitoo00 Alberto000,5,Ok,5 years ago
1238,287,tu amigoalonso,4,Esplendido,6 years ago
1239,287,Eduardo Salazar,5,Excellent place to visit and take photos and learn a little more about the history of Peru 🇵🇪🇵🇪,2 months ago
1240,289,Eduardo Melendez Ruiz,5,"This place wasn't on my itinerary, but I am so glad that I went. The place does a great job of explaining the years of terrorism and violence in Peru. I had read a lot about those difficult years before and how Peru struggled with extreme violence and instability.

These exhibitions may be too graphic for some people, but I don't think it's good to hide the truth, especially when there are so many different narratives about these events. There's a section where they display the testimony of either actual victims of terrorism or close relatives of people who died during these years. I was holding back my tears.

Some people say the exhibition is biased in favor of the Peruvian government, but I didn't think that way because there are several mentions of how the Peruvian government also participated in the violence.

It is sad that the most affected were the working class and rural people. This was a tragedy.

The museum is located in a very good area, but I recommend to use a car or Uber/Cabify to get there. Entrance is free of charge and you just have to complete a simple form with your info.

The only thing I would change is that we need English translations because I think the world needs to know about this and stop pretending terrorists are social leaders.

¡TERRORISMO NUNCA MÁS!",a week ago
1241,289,natalie valle,5,"we loved this museum! i took my parents who were university students during the peak years of terrorism and they enjoyed reflecting on the history. amazing experience, i recommend going in order to keep this historical memory alive!",3 weeks ago
1242,289,Elaine Neo (梁雁婷),5,"LUM is one of those places that stays with you long after you leave. The building itself is striking. If you’re into understanding the story of violence, the Shining Path, the conflict years (1980-2000) and the politics, this is a must visit.

Inside, everything is in Spanish, but Google Translate come to rescue! It gives voices of those who lived through the internal conflicts. It’s moving and I thought they did a good job in being honest.",2 weeks ago
1243,289,George “Geological” Lin,5,"The museum explains the violence that occurred between the Shining Path libration army (Maoist socialist group that gain power in the countryside) and the military. There were many victims and you get to hear their stories. Unfortunately the English explanation was non existent. The QR codes were suppose to take you to a Google drive page with English audio but I didn’t find it there on occasion. Also, the building is built on the cliffs and being surrounded by the cliffs did not make it easy to receive any signal… what I did realized was that there were a lot about the Shining paths atrocities but there wasn’t much regarding what the military did to the citizens caught in between. I’m just a casual visitor but I could tell it just from following up on wiki that there’s more to the story.

Exhibition aside, it’s an excellent contemporary architecture that is built into the cliff side. The entrance of the building makes you descend into the depths between the building and the cliffs methodically creating the feeling of being stuck between a rock and a hard place which is what many of the victims felt. The entire museum is connected via ramps (close to being wheelchair accessible) and light penetrations from both sides (from the windows) as well as from top to bottom (from the circular sky lites and glass gaps between the slab). The roof is an open space with amazing views of the Pacific. Highly recommend it for people who enjoy history and contemporary architecture.",9 months ago
1244,289,Juan Medina,5,"This museum has a great architectural profile with a rich history of the violence uprising in the country. The way you move through the museum is interesting, as you get rewarded with amazing views of the pacific coast after the exhibition(s)",8 months ago
1245,290,SPICY,4,"Huaca Pucllana: 4000-year-old pyramid, check. Boring guide who puts you to sleep, check. If you're gonna make me walk on ancient genius pyramid, at least make the tour entertaining. Suggestion: skip the guide and hit up the Larco Museum first. Learn more over there Trust me, you'll be way more impressed when you finally get to the real education. And honestly, just read the Wikipedia page, you'll learn more.
Need tour guide and takes about one hour.",in the last week
1246,290,Kristian Peter,5,"2000+ years of history packed into the center of Miraflores. A must see when visiting Lima to acquire some of the history and respect for previous civilization. The adobe architecture is incredible as millions of bricks were assembled into the pyramid that took hundreds of years to assemble. Get to see some of the agriculture and animals of Peru - guinea pigs and alpacas.

The museum offers some insight, but the real value is the guided tours that leave every 30 minutes and are offered in both English and Spanish. Cost of entry is S/ 15, about $4 (includes the tour)",3 weeks ago
1247,290,Andrea Stella,5,"This is such a fun treasure in the city! It's a quick 45-60 min tour talking about the Lima culture that predates the Inca civilization. It's not an intense hike, but closed toed shoes and pants are a good idea just because of the dust. We went on an overcast day and it was perfect, I can see it getting super hot on a sunny day, there is no shade.",3 months ago
1248,290,Rebecca Ortiz,5,"We visited in the morning and it was the perfect time to go. It’s so cool to see this massive ancient site right in the middle of modern Lima and it was literally behind our hotel.

They offer tours in both English and Spanish, and it’s included in the ticket price. Yours are required to visit. Our guide did a great job explaining the history and how the structure was used by the Lima culture over 1,500 years ago. The pyramid made of adobe bricks is super impressive up close!",3 months ago
1249,290,Geoffrey Bishop,5,"Huaca Pucllana is a fascinating archaeological site right in the heart of Lima. The guided tour brings the history of this ancient adobe pyramid to life, explaining its importance to the Lima culture long before the Incas. It’s incredible to see such a well-preserved piece of history surrounded by the modern city. A positive and worthwhile experience for anyone interested in Peru’s rich past. You have to have a guide with you to enter. This is part of the admission fee.",a month ago
1250,291,Wing Chan,5,"Well worth visiting with an entrance fee of 35Sol. There are 2 rooms housing historical and cultural textiles and ceramics, displayed clearly and professionally.",2 months ago
