place_id,name,clean_text
125,Playa Makaha,playa makaha playa makaha one iconic surfing beaches lima mustvisit anyone wanting catch waves along costa verde known consistent surf attracts beginners seasoned surfers several surf schools board rental shops operate right beach making one easiest spots learn practice beach rocky like lima ideal sunbathing lively surf culture makes view cliffs malecón adds atmosphere also great place simply watch surfers action youre hitting water overall playa makaha best surfing soaking limas coastal energyone top choices water sports miraflores took surf lesson fist time provided wetsuit shoes surf board twenty minutes basic skills site one hour water temperature c water little bit cold definitely fun nice surfing beach urchins make sure wear water shoes try step rocks great beginner surfers beach rocks sand wear sandals locals nice ans surf lessons reasonably priced girlfriend amd went surfing first time got surfboard didnt even know swim theres ussually locals gopros sell pictures videos surfing great experience playa makaha macaca hmmm nice afar close beach smells weird muscles spoiling rocks flys everywhere dont mind ok
126,Mirador de la Playa Redondo,mirador playa redondo lugar calmo seguro incrível ver sol redondo beach miraflores popular spot surfers vacationers summer heat sun intense bring sunscreen tried delicious raspadilla shaved ice delicious flavors good price special offer two great place visit day week pretty place good view spacious clean recommended children incredible
127,Costa verde Miraflores,costa verde miraflores cant go lima miraflores going miss thisabsolutely magnificent amazingly beautiful views walk anything need whether youre looking quick bite fine dining groceries dessert entertainment etc beautiful views walk definitely great stop town get feel city love area much much could really spend day sitting people watching also ran looking free activity please visit nice view
128,Playa los delfines,playa delfines beautiful view sunset walking along beach cute careful urchins wear sandals avoid getting stung best beach entire costa verde waves less meter high quite calm careful robbed us broke car window took everything ugly experience actually
129,Bajada de Armendáriz (circuito de playas) Miraflores,bajada armendáriz circuito playas miraflores horrible terribly polluted lighting dangerous bridge one best views pacific ocean lima bridge existed spectacular landscape beach two one excellent without words great quick route get beach crowded
130,Playa Makaha,playa makaha playa makaha beautiful beach located miraflores district lima peru known scenic coastline popular destination beachgoers surfers beach offers relaxed atmosphere making great place enjoy sun sand surf beach filled boulders good wade shallow waters surfing though fun rent gear surf board instructor cheap pedestrian access add showers remove salt changing rooms public restrooms beach rocky take precautions sun exposure direct parasol rentals traveling children advisable bring vehicle pay taxi road larco avenue steep many stairs go downstairs snacks drink super quiet public restrooms surf beach various surf schools restaurants food shops loved place beautiful practice surfing good teachers teach one people like extreme sports recommend
131,Puente Peatonal Playa Redondo I,puente peatonal playa redondo nan
132,Playa Villa,playa villa playa villa beach beautiful located region lima peru belongs district chorrillos surrounding area bustling activity activities view magnificent super chill morning time view relax nice place
133,Playa Agua Dulce,playa agua dulce sandy beach safe swim rent chairs umbrella soles totally worth worth taxi ride want swim beach free showers near fenced soccer field bathrooms cost sole bring toilet paper nice beach different activities beach sitting even peruvian winter get molested approx vendors per hour also crowded noisy full trash least sand nice weekdays might peace beach amazing best times jumping waves waves nearly feet high perfect surfing many people felt private rent umbrella small amount soles two chairs get beer would totally come back beach someday hope able return tour city got two weeks definitely plan returning surf beach nice beach crowded went wouldnt high expectations everything good beach
134,La Herradura,herradura nice little cozy beach outside crowded area barranco miraflores pay soles rent chair worth plan stay little beach also different sellers walking around annoying good place swim altought waves pretty rough day went playa herradura much quieter beach massive playa agua dulce barranco gives bit peace mind room enjoy beach sandy however closer shore rocky careful walking may stable another best part vista point espigon salto fraile min north beach enjoy beautiful sunset great view beach place abandonedlike ghost town nice beach view mountain cliffs rocky shore sandy close water
135,Playa Pescadores,playa pescadores nice small beach next fishermen pier chorrillos peru one sandy beaches lovely restaurants fresh delicious fish locals great sports calm find many paddle tennis shops went monday place packed cant even imagine like weekend night many people stay around making bonfires drinking small sandy beach meters wide located regatas club chorrillos fishing pier waters calm ideal swimming paddleboarding kayaking update may beach renovated municipality longer vehicle access pedestrian access available fishing terminal terminal open vehicles enter access construction paddleboard kayak rentals longer available restaurants removed group boat tours available pier fishing allowed pier fishing tackle vendors available
136,La Caplina,caplina ok impressive quiet peaceful placeexelenre visrs lacks urbanity nice beach noise people paid security garbage quiet beach behind friars falls
137,La Chira,chira terribleeeeeee beach fair difficult access green coast better go group never alone couple stalls buy food drinks recommend going water waves break hard shore although may seem like dangerous result fracture foot crutches month nice views excessively dangerous beach difficult access beautiful spot security personnel seen around go friends day shouldnt problem coarse sand dunes beautiful views beautiful sunset nice beach quite pleasant spend time whole family plenty security place park cars beach strong waves ideal morning jog opposite promenade areas outdoor sports synthetic running track bike path toward end rock formations give attractive atmosphere recommended go group safe
138,PLAYA AGUA DULCE,playa agua dulce calm water rather clean beach weekdays summer gets really crowded nice relaxed nice beach fish market nice place municipality organizes sports activities recommended go mornings rather afternoons although arent many restaurants nearby one seafood restaurant next door want eat something else walk several blocks barely find restaurant main entrance left side enter theres neglected area cant understand anyone likes beach firstly right street crowded extremely loud apparently everyone wants best dj turns boombox regardless whether anyone wants hear umbrella costs soles per day beach vendor shouting every minute cant relax one perus beautiful popular beaches part costa verde circuit recommend visiting monday friday starting pm crowded saturdays sundays photo miguelmejiacastro
139,Playa La Chira,playa chira really cold water cloudy day hard access stairways needs upkeep beach privateit located behind morro reached via spider pass reached walking along rugged coast horseshoe bordering cliffs morroon beach vestiges tower time war chile peru route chira via herradura beach adventurous medium risk beach pretty clean rough havent seen swimmers doesnt services aahh population back hill dont know safe adventure get beach definitely lot fun went run beach spent pleasant moment peace tranquility sound beautiful absence people allows clean
140,Malecón de Magdalena,malecón magdalena nice place beautiful view nice restaurants bring coat cold night good place go jogging biking walkingu name open space nice view close high end shopping centre fantastic views expense details missing wide long good walk jogging gorgeous views clean place perfect stroll
141,PLAYA YANAVILLA,playa yanavilla nan
142,Playa Barlovento,playa barlovento playa barlovento one many stretch pan americana heading south lima nice beach dangerous hollow shorebreak reasonably maintained municipality soon walk away controlled area tons garbage dead animals municipality chorillos needs much better job managing maintaining precious resource trash cans bathrooms enforcing bylaws ok nice people quiet excellent spending relaxing afternoon beach spot incredibly beautiful wide coastline accompanied equally large boardwalk catches eye soon look nature splendid seabirds reflect richness waters sound waves helps relax mind however worth noting place wading water much choppy children elderly allowed shore restrooms showers rinse salt water place contemplation relaxation high recommendation good big waves
143,Playa Barranco,playa barranco great setting fine views lovely take walk cliff top road pavement well maintained gardens parks shame front promenade physically cut highway crossing points though nice place dirty crowded dont mind good really nice place views beautiful place
144,Playa Los Yuyos,playa yuyos super nice sunset swim wouldnt spend day beach spend day recommended surfing dirty beach lot people pets go surfing classes go surfing stars fine checked box going beach lima beach sand good beaches road rocks also umbrellas chairs rent also nice since beaches didnt look available got one umbrella four chairs soles probably could negotiated lower sine beach wasnt busy fairly clean little bit junk washed ashore left behind drifter people packing camp washing water arrived didnt make show wasnt huge deal portable toilets locked didnt use im assuming would pay someone open us fine definitely better beaches world deemed good lima amazing spot taking pictures winter time wouldnt try summer though lots ppl beach public bathrooms stunning recommended renting bikes cycling seaside route fabulous
145,Playa Barranco,playa barranco visit playa barrancos took opportunity walk along malecón way back hotel path quite suitable leisurely stroll though worth noting parts walkway could benefit better maintenance cleaning despite sitting shore watch sunset proved memorable experience view surfers riding waves sun dipped horizon truly captivating playa barrancos may cleanest beach certainly moments beauty especially evening great spot looking relax enjoy natural coastal charm nice spot lots visitors weekend sit rocks look ocean tranquil great place relax unwind nice place simply beautiful day went lot seaweed shore always like
146,Playa Sombrillas Escuela aloja,playa sombrillas escuela aloja nice typical west coast beach thats rocky good time always keep eye car thieves break car less min happen dont leave anything view window expensive rent umbrellas chairs many street foods better beach white sand much better even sellers good behave happy atmosphere nice place careful people offer one price go pay jack price bad business practice
147,Playa Los Pavos,playa pavos really nice place relax listen waves crash rocks watch surfers unfortunately theres garbage thrown carelessly around beach great location big round rocks big waves crushing small kids bit less hectic som fishermen pier easy parking access walkable barranco maybe super lucky march saw lots seaturtles beach awsome corona surf point good pavicimo yiap
148,Playa Barranquito,playa barranquito great place park surf beaches south wider close panamerican traffic nice learning surf steady lefthand waves breaking far less crowded makaha rent board board wetsuit super cool popular beach decades ideal beginner surfers small parking area part beach sandy part pebbly result construction yacht dock
149,Bordemar Park,bordemar park variety restaurants along costa verde near barranco theyre closed quarantine period walk around place charming summer sunsets living art warm colors temperate climate ideal viewpoint whoever like much parking security beach used sandy space park belongs municipality barranco costa verde restaurant used located excellent resting hour cycling beautiful place go family
150,Playa San Pedro,playa san pedro beautiful sandy beach quiet waters improved time looks organized neat favorite place many nice beach locals lots restaurants throughout malecon go early enough find parking parking fee regardless whether find place beach clean beach volleyball courts plenty restaurants places rent chairs summer weekends full week beautiful enjoy great beachpeaceful great restaurants round
151,Playa Mamacona,playa mamacona beautiful peruvian pasos great riding beach sancudos best founded mamacona several rooms one shown meeting center green spaces events dance section also bathrooms spaces also spaces games activities due construction issues entrance panamericana sur southlima highway beautiful water dirty theres pollutionthe best thing birds
152,Playa San Pedro,playa san pedro cool ok eleganteeeee san pedro boardwalk large number restaurants specializing seafood carte dishes taken parking lot placing chairs materials along waterfront prevent parking dont eat youre coming enjoy keep mind avoid ruining day look place charges service fee service preparation dishes average depending tastes moment arrive san pedro beach youre enveloped sense tranquility natural beauty place offer easily accessible surrounded picturesque coastal landscape invites disconnect routine immerse relaxing atmosphere soft warm sand perfect walking barefoot enjoying sun breeze crystalclear water turquoise hue looks like something postcard ideal swimming simply relaxing shore listening sound waves addition gastronomic offering near beach true delight local restaurants offer variety fresh seafood prepared traditional recipes ranging exquisite ceviches parihuelas revive soul accompanied warm service makes feel right home san pedro perfect lovers also looking serene place share family friends sunset views simply magical offer unforgettable moment youll want capture photo recommend san pedro beach excellent option family getaway
153,Miraflores Chinese Park,miraflores chinese park small garden honor chinese immigrants peru small pagoda center surrounded shallow koi pond buddha statues couple plastic pandas take pictures oriental music plays speaker whole thing struck inauthentic poor representation chinese garden pond overflowing fish filthy hasnt cleaned ages pity fish good walk take nice meal enjoy view malecon shore breeze gets crowded evenings go early afternoon get nice pictures sunset park theres area kids play upper level good location picnic family keep mind areas chinese statues kind small built recognize chinese emigres probably poorly designed park malecon theres nothing chinese focal point pergola pseudopagodalooks pretty distance quite buddhist taoist design socalled garden even worst theres shallow pond like hand washing pool overcrowded koi poor creatures must boiling heat equatorial sun pond bridge like foot plank made hollow plastic resin small buddhas plastic pandas trinkets like childs toy land pavement place watch sunset spot malecon small chinese park panda statues pagoda walking paths seems quite popular locals nice views delightful surprise walking beachfront boardwalk miraflores two wedding photographers working clients beautiful site statuary pond plants make sanctuary worthy reverence plus vast views ocean check gem area
154,El Parque de la Imaginación,parque imaginación considering size lima remarkably little kids park one fun things quite small youre done two hours fun distraction kids aged years old pretty fun experience kids year old enjoyed hours aquarium tunnels dinosaur animatronics africa themed train ride earthquake simulator additionally paid rides jumpy games included soles entrance disney world something kids lima nice place bring kids reasonable price good place enjoyed alot specially kids great fun small full fun disappointing charge extra use playground peru
155,Ecológico Park,ecológico park nice park walk exercise friends family went hiking like miles super nothing extraordinary pretty little park despite size two benches bike path marina avenue side tourist information center preventive health center security guard booth guard bicycle parking dont confused phone number preventive health center sign security guard center also monument honor john xxiii example parks area follow
156,Monitor Huáscar Park,monitor huáscar park beautiful park wellmaintained green areas trees open public anyone come sit ideal want take photos green setting close main avenues like marina faucet pets welcome many come caveat benches dont shade middle summer sunny day cant take shelter benches central section park well lit organized trash cans around entire perimeter benches resting central area good place enjoy moment reading taking break work outing would great man careful put dog leash aware people also arriving park prevent pet jumping mine reacted looking owner deign put cell phone tell oh jumps sniff good place benches high strange thing thats even though im short average lighting want know people park cars park theres enough space pretty well maintained
157,ESTRELLITAS,estrellitas estrellitasdeleyda daycare park children learn fun nan
158,Novios Park,novios park beautiful place share partner family friends also pets nice place always theres watchmenif wanna take lot picture like wedding sweet pleasant peaceful park north olivos unfortunately water fountains functioning anymore ok super
159,VÉRTIGO EXTREME,vértigo extreme advertising looks bigger relatively smaller extreme sports venues reference modalities pay play games time pay give tickets accompanied play modules per person modules games medium level demanding except arena high location easy get middle panamericana campo fe cemetery recommended wear light clothing point provide harness helmet gloves recommended things improve mainly cool safe hahahaha worried recommended go someone person open scheduled time excellent place nan
160,Play land park,play land park theyve added rides little ones theyve removed extreme rides suppose avoid accidents rides went three thought worthwhile tagada blackjack think thats called one back spin standing adult ride costs kids rides magic bracelet lets enter ride many times want location far games lasted short approximately minutes recommend buying food stalls bit bad hygiene rest good went friends great please add games psss throw gaa update information made go nothing
161,Aventura Park,aventura park bbb various promotions regarding ticket collection busy place much line several ticket booths available accept cash cards even portable toilets free charge family friendly much fun kids family time first time ive surprised tidy clean every game fun wait buy tickets get quick games change though remember others still fun everything clean bring kids
162,Happyland,happyland fun place relax games prizes good although need large number tickets win good prizes recommend visiting place games ticketed rides kids attending funkids must fill form information roulette wheels big bass wheel monster jackpot etc seem programmed always almost always give tickets aside many machines didnt give tickets good children lots games super bad games expensive dont give explanation miss going month force fill form games almost always empty child goes get bored alone games well maintained look worn dirty
163,Coney Active,coney active bit pricey crowded weekends evenings super super achorado regular
164,Coney Park Playground,coney park playground kids definitely fun much adults nice options case youve got children love friendly service super
165,Point Aventura Parque de Trampolines y Entretenimiento,point aventura parque trampolines entretenimiento games supervised one two coaches parents also participate games children place perfect hosting childrens parties wellorganized clean play areas great kids plus safety priority made feel ease little ones enjoyed highly recommend trampoline park special occasion celebrated sons birthday phenomenal trampoline park amazing energy kids blast jumping everywhere plus staff attentive helped us run party smoothly well definitely back next year looking place celebrate daughters birthday wanted something safe also fun trampoline park met expectations kids blast able enjoy party without worries hosting sons birthday party excellent choice trampoline park team took care everything decorations food allowing relax enjoy day family thank making day special
166,Coney Park La Curva,coney park curva daughter loves games every time goes asks since everything clean cared great taste makes want take games really likes nice spacious place although lacks variety games space spacious clean safe enough children located across real plaza vmt food court variety fun games children teens theres option parents wait would good alternative fun entertainment place adults children anyone know coney exists according coneys website somewhere else aid
167,Felicidad Park,felicidad park one favorite places beautiful park wellmaintained certain times dayevening busier usually lot wedding quinceanera photographers fun watch though lot beautiful gowns parque felicidad designed cover protect surco river crosses area biophysical water treatment plant includes use water hyacinth extract heavy metals potentially present surco river water good place academic visit students administration san borja city hall municipalidad san borja look know popular spot take photos absolutely trashed sidewalks nasty lake gross literally green lovely park fountains well kept gardens childrens climbing frames really beautiful park clean well maintained however lot people go take professional pictures weddings ceremonies make little bit crowded
168,Kallpa Wasi,kallpa wasi kallpa wasi energy house quechua language perfect place educate students renewable sources energy eg photovoltaic biogas well biomass transformation eg compost horse guinea pig rabbit manure vermicompost earthworms good choice academic visit administration san borja city hall municipalidad san borja ok arrived high expectations misplaced information necessary understand processes somewhat neglected signs guides navigate site perhaps might interesting want take photos cozy bring pet beautiful place rest quiet
169,PLAY PARK SJL (Parque Bolognesi),play park sjl parque bolognesi good place dayoff childrens lot activities small zoo baby love place wow chevere goody ok
170,DIVERSIONES CRISTOFER,diversiones cristofer various rides service needs improvement attendant explain things ride manager lacks communication skills area spacious lots fun mechanical games trampoline children nice atmosphere great place go little ones youre lurin many games one day went friend fun buen lugar divertirse familia nan
171,YAKU PARK,yaku park buens amazing place full diversion last time went long years ago wanted see animals go wave pool ride rides since granja villa northern cone place marked fun moments childhood still fondly remember theres information parks theme change area look photos maps even ai could help havent visited yaku park mind glean reviews hope updated information staff someone recently existence rides inside wave pool hope youll able read need comfort inner child learning remaining granja villa side one um lugar ótimo ir um só dia aproveitar tudo tem alguns animais fazenda brinquedos parque diverso barca carro bate bate brinquedos crianas adultos restaurante pequenos quiosques vendem água lanches sorvete possui uma área muito boa piscinas também com uma loja vende roupa banho é barata protetor solar eu gostei é eles tem muitas exigncias área das piscinas vários guardas ficam abordando pessoas constrangendo com um mínimo detalhe em sua roupa pareca bem roupas tem ser especificamente lycra impermeável pode entrar sua soluo comprar aí uma roupa banho caro pode entrar com nenhum tipo alimento na bolsa somente água também possui estacionamento muitos táxis mototaxis na entrada
172,Kochawasi Parque Acuático,kochawasi parque acuático ok extraordinary place spacious fun super friendly staff request always submitted ill start quality dropped significantly year pools obviously poorly maintained slides dirty dusty outside lack paint areas wear tear bottom pool noticeable making feel greasy floorground areas something sticks seems part material ends points brush foot knees easily come scrapes open wounds find dirty things pool unpleasant found strip underwear floating stayed last time went two weeks ago everyone family broke hives itchy skin stopped eating everyone ate something different maybe thats live report beginning year wasnt fit use dont know happened everything fine oh well hand years staff aware everything lifeguards others clean thing found restrooms beginning thats end dirty due demand people hope improve kidfriendly place clean tidy dont garage park nearby lifeguards staff throughout area however music loud youre going family time nightclub food expensive good cookie costs soles bottle water soles high prices keeping place theyre strict bringing things venue obviously aiming buy everything inside admission soles children adults wide variety slides children good even pool approximately meters deep space would return bring children adults overrated nice small place especially children two three pools main one doesnt exceed cm meter good condition crowded week admission soles monday friday theres parking must leave car outside
173,Diego de Colmenares Park,diego colmenares park large nicely maintained park usual amenities childrens play zone workout area religious shrine etclots friendly people walking dogs midnight neighborhood park closed year renovations reopened december absolutely oasis lima concrete jungle great families nice walk relax enjoy plentiful distanced park benches due covid restrictions exercise equipment allowed used serenazgo station middle park extremely safe great place workout run yoga sit people watch masks mandatory review beautiful big park tall trees home eagles small cement gathering sit read enjoy guarded fairly september park spectacular place people could play sports walk pets children could play incredible nature trees flowers grass grew thanks improvisation municipal authority destroyed dead grass fallen trees plants people enjoy ready mayor pueblo libre attempted december abandoned fate photos attached nice park green areas clean theres security booth park games new due protocols cant played yet everything else nice place
174,Fantasy Park - Plaza Center Villa El Salvador,fantasy park plaza center villa salvador nice varied games small children primary children adolescents nan
175,Fantasy Park,fantasy park full diversion good option fun varied games children adults entertaining children excellent place fun kids love always fun family best thing villa salvador
176,Ciudad Fantasía,ciudad fantasía expensive dirty games
177,Avión Park,avión park good place go walk dog good chevere bello luga good
178,Tervico,tervico nan
179,Infinity Park Museum,infinity park museum great way spend hours lots cool interactive games displays bravazo entertaining opinion price doesnt match size place line bit messy time short creative clean organized nice attractions rides modern lot fun kids lines arent long good idea buy ticket advance avoid waiting line place inside park gives chance eat delicious food nearby wonderful experience adults children suggest keeping eye time left flies
180,Fun Jungle Parque de la Amistad,fun jungle parque amistad crowded queue large kids enjoyed playing soles admission half tickets soles minutes soso thought price excessive also sell drinks snacks entrance waiting area isnt spacious lickers cost sol time open wouldnt return cleanliness service enjoyable especially nephews fun inflata park games want come back loved highly recommend costs youre surcano resident others awful disorganized messy bathrooms closed children awful theyre located deep park dont bathrooms dont come great place spend fun afternoon friends admission varies depending long youll inflatable circuit offers variety games courses challenges great way spend fun afternoon friends
181,Friendship Park,friendship park lovely place visit kids free playground kids bathroom various food drink snack options electric train ride possibility lagoon wiht paddle boats arc great view surroundings fun place take kids minutes san isidro neighborhood well worth adorable train ride lake boats ducks amazing bouncy fun zone massive much almost hours sprawling well landscaped truly nice place visit lots feels nontouristy local gem place big big enough pass good time theatre small train going around beautiful arch spanish ottoman architecture beautiful fountains lots different birds museum benches coffee shops entertainment kids free entrance went walk father like shopping lost wonderful place highly recommend spend time lovely family place enjoyed little serenity feeding birds watching kids enjoy playgrounds love cute big small excellent relaxed afternoon family
182,Fun Jungle El Derby,fun jungle derby kids loved placebut tends get packed afternoon weekends forget itprice pen per kid hours highly recommend blast full diversion fun place lot advertising price doesnt match quality service inflatable games worn dirty poorly maintained left dirty clothes severe allergies several areas children risk injury dangerous spaces games air vents terrible service meeting expectations additionally website doesnt lr reviewers license
183,La Cascada,cascada praderas san antonio carabayllo condominium taking furniture apartment nice place quiet many green areas nice place take photo well beautiful place
184,Fantasy Park / Aventura Safari,fantasy park aventura safari complete fun everything mechanical games table hockey basketball dancing etc good place fun family adults children area reserved birthdays enjoy different party today saturday january waiting open pm supposedly opened noon place fine passing drawback pump machine steps dont respond much matter softly hard step also handrail player weak moves hold hope youll take account thank much great place go play relax offers classic games basketball compete players table hockey electronic games like gaming chains also accumulate points redeem prizes nice experience games modern innovative want live moment fun recommended
185,Rancho Aventura Park - Cieneguilla,rancho aventura park cieneguilla place delicious food paired lots fun kids thing need improve opening hours since amusement park closes somewhere pm really temperatures getting comfortable daytime hot great getaway beautiful park lots activities kids make day play swim lunch good place enjoy children good food drink great place families even summer weekends fun inexpensive place take kids
186,La Granja Villa,granja villa wonderful day perfect place spend day kids lima went family group ages kidsteens adults everyone great time games rides pools waterslides also enjoyed visiting farm animals spend h didnt see everything mostly spend lot time waterpark cute place visit kiddos lot restrictions around pools unlike waterparks countries eg walking shoes must bathing suits walking inside pool area using hot tub pm weekdays putting aside definetely makes worth going kids nice outing small amusement park theyve got animals feed food buy park nice good part town though worth access pass lots fun big earlier arrive best take advantage everything nightmare asking id even kid dont let bring food one hour enter dont allow anything
187,Full Action Extreme Park,full action extreme park closed years dont come really enjoyed experience various games laser combat paintball atvs zip line gym obstacle course aero basketball hanging bridges tagada golfito really comprehensive also sell food foodplus restaurant grilled chicken vegan option downside theres water pipes release occasionally action park offer game packages whose prices vary according combinations chosen games canopy paintball physical competition circuit aerobasketball snipper suspension bridge atvs minigolf climbing among others important information present games aimed children years old adolescents nice place great time excellent establishment enjoy extreme games spend time see adrenaline increase due action put game
188,Iglesia de Cristo en Santa Anita.,iglesia cristo santa anita excellent biblical nan
189,Iglesia Sagrado Corazon,iglesia sagrado corazon best mass experience surco loved solemnity clockwork organization great atmosphere homily sure strike cord went st communion impressed structure even though dont speak spanish felt right home church underground parking leads directly church bathrooms clean also small place grab food drink outside gardens beautiful im guy go churches ill talk building pretty huge definitely looks stunning lots parking space thr main chamber admit several hundreds church really spacious beatiful however gets really really hot crowded aircon turns uncomfortable large modern design church like reflection pool
190,Parroquia Cristo Salvador,parroquia cristo salvador amen ok beautiful church place welcome franciscan charism lived fully confessions masses excellent option live holy week intensely capuchin franciscan parish several meeting rooms bathrooms confessionals addition fans installed inside church summer making cool masses usually held sundays pm also regular retreats catechism talks
191,Inmaculada Concepción Parish,inmaculada concepción parish beautiful peaceful place praying time ok wellkept church parish activities matter going ask side mass confessions perfect friendly community atmosphere
192,Parroquia San Roque,parroquia san roque good place fairly spacious tidy clean church open part morning priests quite attentive oratory exposing blessed sacrament well two rooms wakes im mistaken services areas besides parish office excellent simple wake room good location close train station staff ready help sshh impeccable charge soles days truly recommend nice spacious temple toilet confirm hourson facebook says hours pm pm pm monfri satsun
193,The Church of Jesus Christ of Latter-day Saints,church jesus christ latterday saints meeting times change every months best place ever great place worship god ok beautiful wellorganized church people pleasant attentive several service times sundays
194,Parish St. Vincent de Paul,parish st vincent paul beautiful little church many available services next beautiful catholic school beautiful church vicentian like visit church baptize ok every time celebrate holiday exaggerated excessive inconsiderate insensitive display fireworks lasts afternoon evening demonstrates lack empathy animals people sensitive noises like autism kind ecclesiastical authority approves irresponsible expressions
195,Las Buenas Nuevas,buenas nuevas liked mother church buenas nuevas conservative evangelical christian church sing along hymnal ancestors pastor josue medina servant god kind attentive needs congregation cordially invited saturdays youth teen worship pm sundays sunday school put stars give opinion im young venezuelan christian since attended church due work time im looking congregation brother would like invite god bless historic evangelical christian church years seek god justice added church highly recommend brother person wants enter christianity give life god
196,Parroquia Cristo Sacerdote,parroquia cristo sacerdote access main area church direct apparently one bathroom public generates waiting lline many people inside spaceous cozy nice view church good lighting excellent acoustics hear mass clearly blessing place ok parish located corner casas josé domingo choquehuanca streets across vallejo park san miguel district place offers services parish small welcoming church canary playing second floor church used play days find service provided office average
197,PRIMERA IGLESIA DE CRISTO CIENTIFICO,primera iglesia cristo cientifico cozy safe environment good place ogesor nan nan nan
198,Iglesia San Francisco de Asís,iglesia san francisco asís good morning please could give phone number email address inquire marriage thank much historical architectural place highly revered faithful nan nan nan
199,Parroquia La Virgen Milagrosa,parroquia virgen milagrosa newly renovated parroquia virgen milagrosa truly treasure heart miraflores moment step inside met sense peace reverence restored building stunning magnificent dome takes breath away masterpiece craftsmanship draws eyes upward awe every detail speaks care devotion poured sacred space whether come pray reflect simply admire beauty church place uplifts spirit honors deep history mustsee anyone visiting lima beautiful church working building tourist attraction plenty worshipers pews went visit beautiful inside worth stopping youre neighborhood neighborhood also lot going beautiful church next cat park impressive construction great atmosphere inside god bless worth visit beautiful church one major church within miraflores area nice location located two beautiful park underground parking front within park lots shopping dinning options nearby within hip area visiting lima attended christmas mass christmas eve church packed standing room wonderful spirit church evening congregation erupted applause several times service families went home christmas eve meal
200,Our Lady of Fatima Parish,lady fatima parish beautiful roman catholic church miraflores open public lights night member welcomed explore church mass help spanish beautiful calm nice see something portugal peru beautiful catholic church miraflores right ocean nice moving service sunday noon beautiful got attend daily mass
201,Parroquia Nuestra Señora de la Asunción,parroquia señora asunción returning years love ok hermosa saint beautiful parish spacious church located corner santa cruz avenue several public transportation buses limas districts pass
202,Parroquia Santa Rita de Casia,parroquia santa rita casia wonderful church miraflores area style concrete architecture circular soaring ceiling tallest area altar masses spanish church universal back church beautiful park relax enjoy nature posted photos nativity christmas good church masses made specific persons really best church go another elite catholic church beautiful nice place beautiful
203,Iglesia San José,iglesia san josé church san josé tambo viejo cieneguilla built site san martín chapel tambo viejo collapsed new church see today built thanks support franciscan missionaries archbishopric parishioners cieneguilla neocolonial style san josé church small chapel effort care dedicated become representative parish everyone faade shows central section two towers end bells top pediment see images saint joseph saint rose lima saint martín porres beautiful church towers san josé church middle cieneguillas main square beautiful panorama nice place walk parish pretty good location main square cieneguilla walk see activities well consume local stalls square
204,Parroquia La Preciosísima Sangre - Cieneguilla,parroquia preciosísima sangre cieneguilla clean spacious limited capacity accordance current health regulations many open areas precautions access people mobility difficulties road many steps support nearby steep ramp especially going ive able appreciate outside found pleasing temple contrast countryside makes look spectacular new church beautiful married wife shes catholic im protestant wonderful priest first deal official procedures make sure everything runs smoothly nice people cieneguilla parish accessible vehicle combines rustic modern elements attendees mass held sundays id like know contact parish wedding excellent references thank much support
205,Centro Cultural de Interpretación,centro cultural interpretación see entire plaza armas cieneguilla church games children clean tidy safe recommended visit weekend spacious beautiful consider slope could childrens facilities nan nan
207,Parroquia Santa Beatriz,parroquia santa beatriz beautiful church friendly people mass beautiful would suggest fix issue voice echoing temple sometimes easy hear also specify phone calls contact whether mass person virtual church beautiful well lit inside church located front pedro ruiz gallo park lince district update beautiful symbolic church lince perhaps allow pm mass schedule since elderly cold weather often cant go pm ive also heard calls longer confession times agree sacrament reconciliation necessary please fix speakers bit homily often hard understand since church large theres lot echo reverberation update iconic spot lince district located across pedro ruiz gallo park attendees park cars wellmarked parking spaces church beautiful without ostentatious tower clock years ago could seen almost entire district indiscriminate proliferation buildings longer possible excellent place participated performance singers mass beautiful presentation
208,Parroquia Nstra. Sra. De Los Angeles,parroquia nstra sra angeles historical monument spiritual contemplation appeals ready climb san cristóbal careful sacristan carlos church door tried take photo man named carlos yelled attacked trying take cell phone away struggling telling taking photos door prohibited sign saying prohibited way offensive aggressive seemed like someone mental problems careful children treats adult like children sometimes enter churches jumping playing hope someone municipality gives psychological exam people like dangerous theyre close contact people beautiful place visit church beautiful historic beautiful place
209,Parroquia San Esteban,parroquia san esteban request holy anointing sick elderly man lives block parish would greatly appreciate help information good morning schedule masses week please acceptable court needs maintenance lighting bright makes difficult see playing volleyball mass atmosphere nice elderly people kneeling penance since place knees touch padded cozy place reflect pray
210,Parroquia San Francisco Solano,parroquia san francisco solano ok always comforting visit gods house fill spirit kindness love neighbors good visit family friends highly recommend nice spacious place feel peaceful memorial mass olga torres cavero two years passing attended inauguration mass fidel zavaleta miles new parish priest
211,Convent of the Shoeless,convent shoeless nice place much bigger seems outside large collection paintings nice patios great guide explaining paintings life monks excellent guided visit every hour morning afternoon three cloisters hundred paitings mostly xviith c nice place peaceful history rimac lima dk
212,Iglesia San Ildefonso,iglesia san ildefonso feels peaceful mass friendship walk around place decoration beautiful good orientation historic place
